name,class,chromosome,position_hg38,bin,source,doi
bg_1492,background,chr14,20549500,20549,uniform random atlas bin (seed 20260702),
bg_1493,background,chr14,21291500,21291,uniform random atlas bin (seed 20260702),
bg_1494,background,chr14,21822500,21822,uniform random atlas bin (seed 20260702),
bg_1495,background,chr14,22796500,22796,uniform random atlas bin (seed 20260702),
bg_1496,background,chr14,23834500,23834,uniform random atlas bin (seed 20260702),
bg_1497,background,chr14,24171500,24171,uniform random atlas bin (seed 20260702),
bg_1498,background,chr14,25209500,25209,uniform random atlas bin (seed 20260702),
bg_1499,background,chr14,27037500,27037,uniform random atlas bin (seed 20260702),
bg_1500,background,chr14,30578500,30578,uniform random atlas bin (seed 20260702),
bg_1501,background,chr14,33245500,33245,uniform random atlas bin (seed 20260702),
bg_1502,background,chr14,33419500,33419,uniform random atlas bin (seed 20260702),
bg_1503,background,chr14,35281500,35281,uniform random atlas bin (seed 20260702),
bg_1504,background,chr14,43429500,43429,uniform random atlas bin (seed 20260702),
bg_1505,background,chr14,44342500,44342,uniform random atlas bin (seed 20260702),
bg_1506,background,chr14,44394500,44394,uniform random atlas bin (seed 20260702),
bg_1507,background,chr14,44897500,44897,uniform random atlas bin (seed 20260702),
bg_1508,background,chr14,45341500,45341,uniform random atlas bin (seed 20260702),
bg_1509,background,chr14,46305500,46305,uniform random atlas bin (seed 20260702),
bg_1510,background,chr14,47540500,47540,uniform random atlas bin (seed 20260702),
bg_1511,background,chr14,47611500,47611,uniform random atlas bin (seed 20260702),
bg_1512,background,chr14,47619500,47619,uniform random atlas bin (seed 20260702),
bg_1513,background,chr14,51586500,51586,uniform random atlas bin (seed 20260702),
bg_1514,background,chr14,52171500,52171,uniform random atlas bin (seed 20260702),
bg_1515,background,chr14,57452500,57452,uniform random atlas bin (seed 20260702),
bg_1516,background,chr14,58452500,58452,uniform random atlas bin (seed 20260702),
bg_1517,background,chr14,58469500,58469,uniform random atlas bin (seed 20260702),
bg_1518,background,chr14,63947500,63947,uniform random atlas bin (seed 20260702),
bg_1519,background,chr14,68628500,68628,uniform random atlas bin (seed 20260702),
bg_1520,background,chr14,69854500,69854,uniform random atlas bin (seed 20260702),
bg_1521,background,chr14,70165500,70165,uniform random atlas bin (seed 20260702),
bg_1522,background,chr14,71104500,71104,uniform random atlas bin (seed 20260702),
bg_1523,background,chr14,71170500,71170,uniform random atlas bin (seed 20260702),
bg_1524,background,chr14,72756500,72756,uniform random atlas bin (seed 20260702),
bg_1525,background,chr14,73961500,73961,uniform random atlas bin (seed 20260702),
bg_1526,background,chr14,75796500,75796,uniform random atlas bin (seed 20260702),
bg_1527,background,chr14,76029500,76029,uniform random atlas bin (seed 20260702),
bg_1528,background,chr14,80176500,80176,uniform random atlas bin (seed 20260702),
bg_1529,background,chr14,86955500,86955,uniform random atlas bin (seed 20260702),
bg_1530,background,chr14,87345500,87345,uniform random atlas bin (seed 20260702),
bg_1531,background,chr14,89913500,89913,uniform random atlas bin (seed 20260702),
bg_1532,background,chr14,91231500,91231,uniform random atlas bin (seed 20260702),
bg_1533,background,chr14,92990500,92990,uniform random atlas bin (seed 20260702),
bg_1534,background,chr14,93881500,93881,uniform random atlas bin (seed 20260702),
bg_1535,background,chr14,102075500,102075,uniform random atlas bin (seed 20260702),
bg_1536,background,chr14,102988500,102988,uniform random atlas bin (seed 20260702),
bg_1537,background,chr14,103235500,103235,uniform random atlas bin (seed 20260702),
bg_1538,background,chr14,105686500,105686,uniform random atlas bin (seed 20260702),
bg_1539,background,chr14,106103500,106103,uniform random atlas bin (seed 20260702),
bg_1540,background,chr15,4460500,4460,uniform random atlas bin (seed 20260702),
bg_1541,background,chr15,6248500,6248,uniform random atlas bin (seed 20260702),
bg_1542,background,chr15,8375500,8375,uniform random atlas bin (seed 20260702),
bg_1543,background,chr15,8488500,8488,uniform random atlas bin (seed 20260702),
bg_1544,background,chr15,9628500,9628,uniform random atlas bin (seed 20260702),
bg_1545,background,chr15,11077500,11077,uniform random atlas bin (seed 20260702),
bg_1546,background,chr15,11114500,11114,uniform random atlas bin (seed 20260702),
bg_1547,background,chr15,12880500,12880,uniform random atlas bin (seed 20260702),
bg_1548,background,chr15,14841500,14841,uniform random atlas bin (seed 20260702),
bg_1549,background,chr15,17166500,17166,uniform random atlas bin (seed 20260702),
bg_1550,background,chr15,17605500,17605,uniform random atlas bin (seed 20260702),
bg_1551,background,chr15,20020500,20020,uniform random atlas bin (seed 20260702),
bg_1552,background,chr15,20123500,20123,uniform random atlas bin (seed 20260702),
bg_1553,background,chr15,20548500,20548,uniform random atlas bin (seed 20260702),
bg_1554,background,chr15,20967500,20967,uniform random atlas bin (seed 20260702),
bg_1555,background,chr15,21796500,21796,uniform random atlas bin (seed 20260702),
bg_1556,background,chr15,21979500,21979,uniform random atlas bin (seed 20260702),
bg_1557,background,chr15,24484500,24484,uniform random atlas bin (seed 20260702),
bg_1558,background,chr15,24580500,24580,uniform random atlas bin (seed 20260702),
bg_1559,background,chr15,24642500,24642,uniform random atlas bin (seed 20260702),
bg_1560,background,chr15,24688500,24688,uniform random atlas bin (seed 20260702),
bg_1561,background,chr15,26638500,26638,uniform random atlas bin (seed 20260702),
bg_1562,background,chr15,26894500,26894,uniform random atlas bin (seed 20260702),
bg_1563,background,chr15,28027500,28027,uniform random atlas bin (seed 20260702),
bg_1564,background,chr15,32404500,32404,uniform random atlas bin (seed 20260702),
bg_1565,background,chr15,32698500,32698,uniform random atlas bin (seed 20260702),
bg_1566,background,chr15,34622500,34622,uniform random atlas bin (seed 20260702),
bg_1567,background,chr15,37110500,37110,uniform random atlas bin (seed 20260702),
bg_1568,background,chr15,38974500,38974,uniform random atlas bin (seed 20260702),
bg_1569,background,chr15,40383500,40383,uniform random atlas bin (seed 20260702),
bg_1570,background,chr15,43957500,43957,uniform random atlas bin (seed 20260702),
bg_1571,background,chr15,45851500,45851,uniform random atlas bin (seed 20260702),
bg_1572,background,chr15,45992500,45992,uniform random atlas bin (seed 20260702),
bg_1573,background,chr15,48931500,48931,uniform random atlas bin (seed 20260702),
bg_1574,background,chr15,49941500,49941,uniform random atlas bin (seed 20260702),
bg_1575,background,chr15,50420500,50420,uniform random atlas bin (seed 20260702),
bg_1576,background,chr15,55137500,55137,uniform random atlas bin (seed 20260702),
bg_1577,background,chr15,56879500,56879,uniform random atlas bin (seed 20260702),
bg_1578,background,chr15,57262500,57262,uniform random atlas bin (seed 20260702),
bg_1579,background,chr15,57356500,57356,uniform random atlas bin (seed 20260702),
bg_1580,background,chr15,63911500,63911,uniform random atlas bin (seed 20260702),
bg_1581,background,chr15,64032500,64032,uniform random atlas bin (seed 20260702),
bg_1582,background,chr15,65005500,65005,uniform random atlas bin (seed 20260702),
bg_1583,background,chr15,65223500,65223,uniform random atlas bin (seed 20260702),
bg_1584,background,chr15,66130500,66130,uniform random atlas bin (seed 20260702),
bg_1585,background,chr15,66382500,66382,uniform random atlas bin (seed 20260702),
bg_1586,background,chr15,66399500,66399,uniform random atlas bin (seed 20260702),
bg_1587,background,chr15,66894500,66894,uniform random atlas bin (seed 20260702),
bg_1588,background,chr15,67842500,67842,uniform random atlas bin (seed 20260702),
bg_1589,background,chr15,68089500,68089,uniform random atlas bin (seed 20260702),
bg_1590,background,chr15,69690500,69690,uniform random atlas bin (seed 20260702),
bg_1591,background,chr15,70133500,70133,uniform random atlas bin (seed 20260702),
bg_1592,background,chr15,72766500,72766,uniform random atlas bin (seed 20260702),
bg_1593,background,chr15,73368500,73368,uniform random atlas bin (seed 20260702),
bg_1594,background,chr15,73527500,73527,uniform random atlas bin (seed 20260702),
bg_1595,background,chr15,75880500,75880,uniform random atlas bin (seed 20260702),
bg_1596,background,chr15,80115500,80115,uniform random atlas bin (seed 20260702),
bg_1597,background,chr15,81335500,81335,uniform random atlas bin (seed 20260702),
bg_1598,background,chr15,82504500,82504,uniform random atlas bin (seed 20260702),
bg_1599,background,chr15,86590500,86590,uniform random atlas bin (seed 20260702),
bg_1600,background,chr15,86660500,86660,uniform random atlas bin (seed 20260702),
bg_1601,background,chr15,86726500,86726,uniform random atlas bin (seed 20260702),
bg_1602,background,chr15,88723500,88723,uniform random atlas bin (seed 20260702),
bg_1603,background,chr15,89863500,89863,uniform random atlas bin (seed 20260702),
bg_1604,background,chr15,90290500,90290,uniform random atlas bin (seed 20260702),
bg_1605,background,chr15,90335500,90335,uniform random atlas bin (seed 20260702),
bg_1606,background,chr15,92134500,92134,uniform random atlas bin (seed 20260702),
bg_1607,background,chr15,92345500,92345,uniform random atlas bin (seed 20260702),
bg_1608,background,chr15,93462500,93462,uniform random atlas bin (seed 20260702),
bg_1609,background,chr15,94692500,94692,uniform random atlas bin (seed 20260702),
bg_1610,background,chr15,94695500,94695,uniform random atlas bin (seed 20260702),
bg_1611,background,chr15,95427500,95427,uniform random atlas bin (seed 20260702),
bg_1612,background,chr15,95697500,95697,uniform random atlas bin (seed 20260702),
bg_1613,background,chr15,98196500,98196,uniform random atlas bin (seed 20260702),
bg_1614,background,chr15,100310500,100310,uniform random atlas bin (seed 20260702),
bg_1615,background,chr15,100701500,100701,uniform random atlas bin (seed 20260702),
bg_1616,background,chr16,1410500,1410,uniform random atlas bin (seed 20260702),
bg_1617,background,chr16,2618500,2618,uniform random atlas bin (seed 20260702),
bg_1618,background,chr16,2840500,2840,uniform random atlas bin (seed 20260702),
bg_1619,background,chr16,4299500,4299,uniform random atlas bin (seed 20260702),
bg_1620,background,chr16,4599500,4599,uniform random atlas bin (seed 20260702),
bg_1621,background,chr16,9074500,9074,uniform random atlas bin (seed 20260702),
bg_1622,background,chr16,11956500,11956,uniform random atlas bin (seed 20260702),
bg_1623,background,chr16,14028500,14028,uniform random atlas bin (seed 20260702),
bg_1624,background,chr16,14140500,14140,uniform random atlas bin (seed 20260702),
bg_1625,background,chr16,17885500,17885,uniform random atlas bin (seed 20260702),
bg_1626,background,chr16,20589500,20589,uniform random atlas bin (seed 20260702),
bg_1627,background,chr16,29135500,29135,uniform random atlas bin (seed 20260702),
bg_1628,background,chr16,30517500,30517,uniform random atlas bin (seed 20260702),
bg_1629,background,chr16,32728500,32728,uniform random atlas bin (seed 20260702),
bg_1630,background,chr16,38277500,38277,uniform random atlas bin (seed 20260702),
bg_1631,background,chr16,38590500,38590,uniform random atlas bin (seed 20260702),
bg_1632,background,chr16,41036500,41036,uniform random atlas bin (seed 20260702),
bg_1633,background,chr16,43750500,43750,uniform random atlas bin (seed 20260702),
bg_1634,background,chr16,43910500,43910,uniform random atlas bin (seed 20260702),
bg_1635,background,chr16,46520500,46520,uniform random atlas bin (seed 20260702),
bg_1636,background,chr16,47467500,47467,uniform random atlas bin (seed 20260702),
bg_1637,background,chr16,47958500,47958,uniform random atlas bin (seed 20260702),
bg_1638,background,chr16,54231500,54231,uniform random atlas bin (seed 20260702),
bg_1639,background,chr16,59462500,59462,uniform random atlas bin (seed 20260702),
bg_1640,background,chr16,60440500,60440,uniform random atlas bin (seed 20260702),
bg_1641,background,chr16,61982500,61982,uniform random atlas bin (seed 20260702),
bg_1642,background,chr16,64471500,64471,uniform random atlas bin (seed 20260702),
bg_1643,background,chr16,65601500,65601,uniform random atlas bin (seed 20260702),
bg_1644,background,chr16,67084500,67084,uniform random atlas bin (seed 20260702),
bg_1645,background,chr16,67755500,67755,uniform random atlas bin (seed 20260702),
bg_1646,background,chr16,67802500,67802,uniform random atlas bin (seed 20260702),
bg_1647,background,chr16,68602500,68602,uniform random atlas bin (seed 20260702),
bg_1648,background,chr16,68869500,68869,uniform random atlas bin (seed 20260702),
bg_1649,background,chr16,71668500,71668,uniform random atlas bin (seed 20260702),
bg_1650,background,chr16,73783500,73783,uniform random atlas bin (seed 20260702),
bg_1651,background,chr16,74451500,74451,uniform random atlas bin (seed 20260702),
bg_1652,background,chr16,74699500,74699,uniform random atlas bin (seed 20260702),
bg_1653,background,chr16,76617500,76617,uniform random atlas bin (seed 20260702),
bg_1654,background,chr16,77459500,77459,uniform random atlas bin (seed 20260702),
bg_1655,background,chr16,77621500,77621,uniform random atlas bin (seed 20260702),
bg_1656,background,chr16,82679500,82679,uniform random atlas bin (seed 20260702),
bg_1657,background,chr16,84154500,84154,uniform random atlas bin (seed 20260702),
bg_1658,background,chr16,84935500,84935,uniform random atlas bin (seed 20260702),
bg_1659,background,chr16,88081500,88081,uniform random atlas bin (seed 20260702),
bg_1660,background,chr16,89490500,89490,uniform random atlas bin (seed 20260702),
bg_1661,background,chr16,90078500,90078,uniform random atlas bin (seed 20260702),
bg_1662,background,chr17,1700500,1700,uniform random atlas bin (seed 20260702),
bg_1663,background,chr17,4028500,4028,uniform random atlas bin (seed 20260702),
bg_1664,background,chr17,4091500,4091,uniform random atlas bin (seed 20260702),
bg_1665,background,chr17,6673500,6673,uniform random atlas bin (seed 20260702),
bg_1666,background,chr17,6680500,6680,uniform random atlas bin (seed 20260702),
bg_1667,background,chr17,7015500,7015,uniform random atlas bin (seed 20260702),
bg_1668,background,chr17,10048500,10048,uniform random atlas bin (seed 20260702),
bg_1669,background,chr17,10846500,10846,uniform random atlas bin (seed 20260702),
bg_1670,background,chr17,11029500,11029,uniform random atlas bin (seed 20260702),
bg_1671,background,chr17,11866500,11866,uniform random atlas bin (seed 20260702),
bg_1672,background,chr17,13474500,13474,uniform random atlas bin (seed 20260702),
bg_1673,background,chr17,14161500,14161,uniform random atlas bin (seed 20260702),
bg_1674,background,chr17,14324500,14324,uniform random atlas bin (seed 20260702),
bg_1675,background,chr17,14738500,14738,uniform random atlas bin (seed 20260702),
bg_1676,background,chr17,16524500,16524,uniform random atlas bin (seed 20260702),
bg_1677,background,chr17,17738500,17738,uniform random atlas bin (seed 20260702),
bg_1678,background,chr17,18124500,18124,uniform random atlas bin (seed 20260702),
bg_1679,background,chr17,19571500,19571,uniform random atlas bin (seed 20260702),
bg_1680,background,chr17,21580500,21580,uniform random atlas bin (seed 20260702),
bg_1681,background,chr17,23632500,23632,uniform random atlas bin (seed 20260702),
bg_1682,background,chr17,25573500,25573,uniform random atlas bin (seed 20260702),
bg_1683,background,chr17,28694500,28694,uniform random atlas bin (seed 20260702),
bg_1684,background,chr17,30545500,30545,uniform random atlas bin (seed 20260702),
bg_1685,background,chr17,30938500,30938,uniform random atlas bin (seed 20260702),
bg_1686,background,chr17,34895500,34895,uniform random atlas bin (seed 20260702),
bg_1687,background,chr17,35353500,35353,uniform random atlas bin (seed 20260702),
bg_1688,background,chr17,43829500,43829,uniform random atlas bin (seed 20260702),
bg_1689,background,chr17,45790500,45790,uniform random atlas bin (seed 20260702),
bg_1690,background,chr17,47496500,47496,uniform random atlas bin (seed 20260702),
bg_1691,background,chr17,47741500,47741,uniform random atlas bin (seed 20260702),
bg_1692,background,chr17,48102500,48102,uniform random atlas bin (seed 20260702),
bg_1693,background,chr17,48792500,48792,uniform random atlas bin (seed 20260702),
bg_1694,background,chr17,51223500,51223,uniform random atlas bin (seed 20260702),
bg_1695,background,chr17,52351500,52351,uniform random atlas bin (seed 20260702),
bg_1696,background,chr17,52808500,52808,uniform random atlas bin (seed 20260702),
bg_1697,background,chr17,52903500,52903,uniform random atlas bin (seed 20260702),
bg_1698,background,chr17,56618500,56618,uniform random atlas bin (seed 20260702),
bg_1699,background,chr17,57166500,57166,uniform random atlas bin (seed 20260702),
bg_1700,background,chr17,59366500,59366,uniform random atlas bin (seed 20260702),
bg_1701,background,chr17,60891500,60891,uniform random atlas bin (seed 20260702),
bg_1702,background,chr17,61235500,61235,uniform random atlas bin (seed 20260702),
bg_1703,background,chr17,61574500,61574,uniform random atlas bin (seed 20260702),
bg_1704,background,chr17,64701500,64701,uniform random atlas bin (seed 20260702),
bg_1705,background,chr17,64987500,64987,uniform random atlas bin (seed 20260702),
bg_1706,background,chr17,69369500,69369,uniform random atlas bin (seed 20260702),
bg_1707,background,chr17,69680500,69680,uniform random atlas bin (seed 20260702),
bg_1708,background,chr17,71688500,71688,uniform random atlas bin (seed 20260702),
bg_1709,background,chr17,75443500,75443,uniform random atlas bin (seed 20260702),
bg_1710,background,chr17,78050500,78050,uniform random atlas bin (seed 20260702),
bg_1711,background,chr17,78165500,78165,uniform random atlas bin (seed 20260702),
bg_1712,background,chr17,78410500,78410,uniform random atlas bin (seed 20260702),
bg_1713,background,chr17,78950500,78950,uniform random atlas bin (seed 20260702),
bg_1714,background,chr17,79978500,79978,uniform random atlas bin (seed 20260702),
bg_1715,background,chr17,80180500,80180,uniform random atlas bin (seed 20260702),
bg_1716,background,chr17,80344500,80344,uniform random atlas bin (seed 20260702),
bg_1717,background,chr17,82711500,82711,uniform random atlas bin (seed 20260702),
bg_1718,background,chr18,2052500,2052,uniform random atlas bin (seed 20260702),
bg_1719,background,chr18,2057500,2057,uniform random atlas bin (seed 20260702),
bg_1720,background,chr18,3907500,3907,uniform random atlas bin (seed 20260702),
bg_1721,background,chr18,6106500,6106,uniform random atlas bin (seed 20260702),
bg_1722,background,chr18,7554500,7554,uniform random atlas bin (seed 20260702),
bg_1723,background,chr18,7929500,7929,uniform random atlas bin (seed 20260702),
bg_1724,background,chr18,8437500,8437,uniform random atlas bin (seed 20260702),
bg_1725,background,chr18,8493500,8493,uniform random atlas bin (seed 20260702),
bg_1726,background,chr18,9396500,9396,uniform random atlas bin (seed 20260702),
bg_1727,background,chr18,9602500,9602,uniform random atlas bin (seed 20260702),
bg_1728,background,chr18,13746500,13746,uniform random atlas bin (seed 20260702),
bg_1729,background,chr18,13799500,13799,uniform random atlas bin (seed 20260702),
bg_1730,background,chr18,16128500,16128,uniform random atlas bin (seed 20260702),
bg_1731,background,chr18,17115500,17115,uniform random atlas bin (seed 20260702),
bg_1732,background,chr18,19761500,19761,uniform random atlas bin (seed 20260702),
bg_1733,background,chr18,19799500,19799,uniform random atlas bin (seed 20260702),
bg_1734,background,chr18,20736500,20736,uniform random atlas bin (seed 20260702),
bg_1735,background,chr18,21238500,21238,uniform random atlas bin (seed 20260702),
bg_1736,background,chr18,22076500,22076,uniform random atlas bin (seed 20260702),
bg_1737,background,chr18,22929500,22929,uniform random atlas bin (seed 20260702),
bg_1738,background,chr18,23585500,23585,uniform random atlas bin (seed 20260702),
bg_1739,background,chr18,25362500,25362,uniform random atlas bin (seed 20260702),
bg_1740,background,chr18,28270500,28270,uniform random atlas bin (seed 20260702),
bg_1741,background,chr18,36906500,36906,uniform random atlas bin (seed 20260702),
bg_1742,background,chr18,37461500,37461,uniform random atlas bin (seed 20260702),
bg_1743,background,chr18,37954500,37954,uniform random atlas bin (seed 20260702),
bg_1744,background,chr18,39259500,39259,uniform random atlas bin (seed 20260702),
bg_1745,background,chr18,40733500,40733,uniform random atlas bin (seed 20260702),
bg_1746,background,chr18,41429500,41429,uniform random atlas bin (seed 20260702),
bg_1747,background,chr18,41516500,41516,uniform random atlas bin (seed 20260702),
bg_1748,background,chr18,43925500,43925,uniform random atlas bin (seed 20260702),
bg_1749,background,chr18,44799500,44799,uniform random atlas bin (seed 20260702),
bg_1750,background,chr18,45967500,45967,uniform random atlas bin (seed 20260702),
bg_1751,background,chr18,47635500,47635,uniform random atlas bin (seed 20260702),
bg_1752,background,chr18,51566500,51566,uniform random atlas bin (seed 20260702),
bg_1753,background,chr18,52092500,52092,uniform random atlas bin (seed 20260702),
bg_1754,background,chr18,53487500,53487,uniform random atlas bin (seed 20260702),
bg_1755,background,chr18,53696500,53696,uniform random atlas bin (seed 20260702),
bg_1756,background,chr18,54206500,54206,uniform random atlas bin (seed 20260702),
bg_1757,background,chr18,56043500,56043,uniform random atlas bin (seed 20260702),
bg_1758,background,chr18,56850500,56850,uniform random atlas bin (seed 20260702),
bg_1759,background,chr18,57017500,57017,uniform random atlas bin (seed 20260702),
bg_1760,background,chr18,61212500,61212,uniform random atlas bin (seed 20260702),
bg_1761,background,chr18,61445500,61445,uniform random atlas bin (seed 20260702),
bg_1762,background,chr18,62311500,62311,uniform random atlas bin (seed 20260702),
bg_1763,background,chr18,63598500,63598,uniform random atlas bin (seed 20260702),
bg_1764,background,chr18,63886500,63886,uniform random atlas bin (seed 20260702),
bg_1765,background,chr18,68627500,68627,uniform random atlas bin (seed 20260702),
bg_1766,background,chr18,69915500,69915,uniform random atlas bin (seed 20260702),
bg_1767,background,chr18,71765500,71765,uniform random atlas bin (seed 20260702),
bg_1768,background,chr18,71821500,71821,uniform random atlas bin (seed 20260702),
bg_1769,background,chr18,72067500,72067,uniform random atlas bin (seed 20260702),
bg_1770,background,chr19,826500,826,uniform random atlas bin (seed 20260702),
bg_1771,background,chr19,1366500,1366,uniform random atlas bin (seed 20260702),
bg_1772,background,chr19,10892500,10892,uniform random atlas bin (seed 20260702),
bg_1773,background,chr19,14260500,14260,uniform random atlas bin (seed 20260702),
bg_1774,background,chr19,14291500,14291,uniform random atlas bin (seed 20260702),
bg_1775,background,chr19,17372500,17372,uniform random atlas bin (seed 20260702),
bg_1776,background,chr19,19515500,19515,uniform random atlas bin (seed 20260702),
bg_1777,background,chr19,20171500,20171,uniform random atlas bin (seed 20260702),
bg_1778,background,chr19,20471500,20471,uniform random atlas bin (seed 20260702),
bg_1779,background,chr19,22364500,22364,uniform random atlas bin (seed 20260702),
bg_1780,background,chr19,23687500,23687,uniform random atlas bin (seed 20260702),
bg_1781,background,chr19,25188500,25188,uniform random atlas bin (seed 20260702),
bg_1782,background,chr19,25434500,25434,uniform random atlas bin (seed 20260702),
bg_1783,background,chr19,26938500,26938,uniform random atlas bin (seed 20260702),
bg_1784,background,chr19,27151500,27151,uniform random atlas bin (seed 20260702),
bg_1785,background,chr19,27569500,27569,uniform random atlas bin (seed 20260702),
bg_1786,background,chr19,28366500,28366,uniform random atlas bin (seed 20260702),
bg_1787,background,chr19,28865500,28865,uniform random atlas bin (seed 20260702),
bg_1788,background,chr19,29233500,29233,uniform random atlas bin (seed 20260702),
bg_1789,background,chr19,30232500,30232,uniform random atlas bin (seed 20260702),
bg_1790,background,chr19,32644500,32644,uniform random atlas bin (seed 20260702),
bg_1791,background,chr19,36193500,36193,uniform random atlas bin (seed 20260702),
bg_1792,background,chr19,37444500,37444,uniform random atlas bin (seed 20260702),
bg_1793,background,chr19,38238500,38238,uniform random atlas bin (seed 20260702),
bg_1794,background,chr19,38952500,38952,uniform random atlas bin (seed 20260702),
bg_1795,background,chr19,42271500,42271,uniform random atlas bin (seed 20260702),
bg_1796,background,chr19,43635500,43635,uniform random atlas bin (seed 20260702),
bg_1797,background,chr19,45265500,45265,uniform random atlas bin (seed 20260702),
bg_1798,background,chr19,48743500,48743,uniform random atlas bin (seed 20260702),
bg_1799,background,chr19,49095500,49095,uniform random atlas bin (seed 20260702),
bg_1800,background,chr19,49677500,49677,uniform random atlas bin (seed 20260702),
bg_1801,background,chr19,51030500,51030,uniform random atlas bin (seed 20260702),
bg_1802,background,chr19,51186500,51186,uniform random atlas bin (seed 20260702),
bg_1803,background,chr19,53160500,53160,uniform random atlas bin (seed 20260702),
bg_1804,background,chr19,55721500,55721,uniform random atlas bin (seed 20260702),
bg_1805,background,chr19,57784500,57784,uniform random atlas bin (seed 20260702),
bg_1806,background,chr20,1174500,1174,uniform random atlas bin (seed 20260702),
bg_1807,background,chr20,1415500,1415,uniform random atlas bin (seed 20260702),
bg_1808,background,chr20,5459500,5459,uniform random atlas bin (seed 20260702),
bg_1809,background,chr20,11943500,11943,uniform random atlas bin (seed 20260702),
bg_1810,background,chr20,14503500,14503,uniform random atlas bin (seed 20260702),
bg_1811,background,chr20,17140500,17140,uniform random atlas bin (seed 20260702),
bg_1812,background,chr20,19445500,19445,uniform random atlas bin (seed 20260702),
bg_1813,background,chr20,20447500,20447,uniform random atlas bin (seed 20260702),
bg_1814,background,chr20,21434500,21434,uniform random atlas bin (seed 20260702),
bg_1815,background,chr20,21659500,21659,uniform random atlas bin (seed 20260702),
bg_1816,background,chr20,24345500,24345,uniform random atlas bin (seed 20260702),
bg_1817,background,chr20,24586500,24586,uniform random atlas bin (seed 20260702),
bg_1818,background,chr20,25460500,25460,uniform random atlas bin (seed 20260702),
bg_1819,background,chr20,29440500,29440,uniform random atlas bin (seed 20260702),
bg_1820,background,chr20,31782500,31782,uniform random atlas bin (seed 20260702),
bg_1821,background,chr20,32078500,32078,uniform random atlas bin (seed 20260702),
bg_1822,background,chr20,32100500,32100,uniform random atlas bin (seed 20260702),
bg_1823,background,chr20,32259500,32259,uniform random atlas bin (seed 20260702),
bg_1824,background,chr20,35228500,35228,uniform random atlas bin (seed 20260702),
bg_1825,background,chr20,38719500,38719,uniform random atlas bin (seed 20260702),
bg_1826,background,chr20,39449500,39449,uniform random atlas bin (seed 20260702),
bg_1827,background,chr20,39524500,39524,uniform random atlas bin (seed 20260702),
bg_1828,background,chr20,41302500,41302,uniform random atlas bin (seed 20260702),
bg_1829,background,chr20,44234500,44234,uniform random atlas bin (seed 20260702),
bg_1830,background,chr20,44508500,44508,uniform random atlas bin (seed 20260702),
bg_1831,background,chr20,46743500,46743,uniform random atlas bin (seed 20260702),
bg_1832,background,chr20,47481500,47481,uniform random atlas bin (seed 20260702),
bg_1833,background,chr20,47622500,47622,uniform random atlas bin (seed 20260702),
bg_1834,background,chr20,50569500,50569,uniform random atlas bin (seed 20260702),
bg_1835,background,chr20,52555500,52555,uniform random atlas bin (seed 20260702),
bg_1836,background,chr20,52991500,52991,uniform random atlas bin (seed 20260702),
bg_1837,background,chr20,56213500,56213,uniform random atlas bin (seed 20260702),
bg_1838,background,chr20,59954500,59954,uniform random atlas bin (seed 20260702),
bg_1839,background,chr20,59987500,59987,uniform random atlas bin (seed 20260702),
bg_1840,background,chr21,1025500,1025,uniform random atlas bin (seed 20260702),
bg_1841,background,chr21,1278500,1278,uniform random atlas bin (seed 20260702),
bg_1842,background,chr21,2171500,2171,uniform random atlas bin (seed 20260702),
bg_1843,background,chr21,3755500,3755,uniform random atlas bin (seed 20260702),
bg_1844,background,chr21,4805500,4805,uniform random atlas bin (seed 20260702),
bg_1845,background,chr21,5233500,5233,uniform random atlas bin (seed 20260702),
bg_1846,background,chr21,5838500,5838,uniform random atlas bin (seed 20260702),
bg_1847,background,chr21,7287500,7287,uniform random atlas bin (seed 20260702),
bg_1848,background,chr21,8242500,8242,uniform random atlas bin (seed 20260702),
bg_1849,background,chr21,8396500,8396,uniform random atlas bin (seed 20260702),
bg_1850,background,chr21,11188500,11188,uniform random atlas bin (seed 20260702),
bg_1851,background,chr21,14638500,14638,uniform random atlas bin (seed 20260702),
bg_1852,background,chr21,14685500,14685,uniform random atlas bin (seed 20260702),
bg_1853,background,chr21,15070500,15070,uniform random atlas bin (seed 20260702),
bg_1854,background,chr21,15126500,15126,uniform random atlas bin (seed 20260702),
bg_1855,background,chr21,16648500,16648,uniform random atlas bin (seed 20260702),
bg_1856,background,chr21,16669500,16669,uniform random atlas bin (seed 20260702),
bg_1857,background,chr21,17787500,17787,uniform random atlas bin (seed 20260702),
bg_1858,background,chr21,18866500,18866,uniform random atlas bin (seed 20260702),
bg_1859,background,chr21,20933500,20933,uniform random atlas bin (seed 20260702),
bg_1860,background,chr21,22178500,22178,uniform random atlas bin (seed 20260702),
bg_1861,background,chr21,22439500,22439,uniform random atlas bin (seed 20260702),
bg_1862,background,chr21,24242500,24242,uniform random atlas bin (seed 20260702),
bg_1863,background,chr21,24629500,24629,uniform random atlas bin (seed 20260702),
bg_1864,background,chr21,25685500,25685,uniform random atlas bin (seed 20260702),
bg_1865,background,chr21,26221500,26221,uniform random atlas bin (seed 20260702),
bg_1866,background,chr21,27395500,27395,uniform random atlas bin (seed 20260702),
bg_1867,background,chr21,29262500,29262,uniform random atlas bin (seed 20260702),
bg_1868,background,chr21,29421500,29421,uniform random atlas bin (seed 20260702),
